number,title,medium,contact_info,legal_info,private,creation_date,size,series,description,percent_for_art,displayed
,"Green Ridge: Above the Metolius River","watercolor","second floor, board room","From plaque that accompanies the piece: ""Jan is an award-winning food writer, artist and consultant with 26 years of experiene in the food and newspaper industries. She has written and illustrated a weekly food column, ""Food for Thought,"" for the Corvallis Gazette-Times since 1983, and a syndicated column, ""Fresh Approach,"" since 1985. ""Preserving,"" a seasonal column on preserving food, had a 20-year run in the Oregonian, beginning in 1987. Jan is the author-illustrator of five cookbooks, the lastest being ""Oregon Hazelnut Country - The Food, The Drink, The Spirit,"" which was published in the Fall of 2010. Jan has made numerous radio and television appearances in major markets around the country and has been a regular guest chef on Portland's popular morning TV talk show, AMNorthwest (KATU an ABC affiliate). Jan hosted the cooking segments on the 5-part PBS series, ""Northwest Gardening,"" which was carried by public television stations throughout the U.S. in 1999 and 2000. She was a creative consultant and writer for the PBS television series ""Smart Gardening."" Art has always played an integral role in Jan's professional life. Her line drawings or watercolors accompany much of what she has written. Since the mid-'90s, Jan's watercolors, both food-related and wilderness-inspired landscapes, have found their way into collections throughout the country. Jan grew up in the San Francisco Bay Area, obtained a B.S. degree from California State Polytechnic University ('73), and learned the art of recipe development and food styling at Western Foods and Associates, a professional test kitchen in San Francisco. She earned an M.S. degree in home economics (specializing in food science and nutrition) from Oregon State University ('79) and now writes and paints from her home in Corvallis, Oregon. She and her husband Steve own and operate Stoneyburn Gallery and Fine Framing. For more information about Jan go to www.janrd.com.""","Public",,,,,FALSE,FALSE
,"The Metolius","watercolor","second floor, board room","From plaque that accompanies the piece: ""Jan is an award-winning food writer, artist and consultant with 26 years of experiene in the food and newspaper industries. She has written and illustrated a weekly food column, ""Food for Thought,"" for the Corvallis Gazette-Times since 1983, and a syndicated column, ""Fresh Approach,"" since 1985. ""Preserving,"" a seasonal column on preserving food, had a 20-year run in the Oregonian, beginning in 1987. Jan is the author-illustrator of five cookbooks, the lastest being ""Oregon Hazelnut Country - The Food, The Drink, The Spirit,"" which was published in the Fall of 2010. Jan has made numerous radio and television appearances in major markets around the country and has been a regular guest chef on Portland's popular morning TV talk show, AMNorthwest (KATU an ABC affiliate). Jan hosted the cooking segments on the 5-part PBS series, ""Northwest Gardening,"" which was carried by public television stations throughout the U.S. in 1999 and 2000. She was a creative consultant and writer for the PBS television series ""Smart Gardening."" Art has always played an integral role in Jan's professional life. Her line drawings or watercolors accompany much of what she has written. Since the mid-'90s, Jan's watercolors, both food-related and wilderness-inspired landscapes, have found their way into collections throughout the country. Jan grew up in the San Francisco Bay Area, obtained a B.S. degree from California State Polytechnic University ('73), and learned the art of recipe development and food styling at Western Foods and Associates, a professional test kitchen in San Francisco. She earned an M.S. degree in home economics (specializing in food science and nutrition) from Oregon State University ('79) and now writes and paints from her home in Corvallis, Oregon. She and her husband Steve own and operate Stoneyburn Gallery and Fine Framing. For more information about Jan go to www.janrd.com.""","Public",,,,,FALSE,FALSE
,"Sisters: The Three Sisters","watercolor","second floor, board room","From plaque that accompanies the piece: ""Jan is an award-winning food writer, artist and consultant with 26 years of experiene in the food and newspaper industries. She has written and illustrated a weekly food column, ""Food for Thought,"" for the Corvallis Gazette-Times since 1983, and a syndicated column, ""Fresh Approach,"" since 1985. ""Preserving,"" a seasonal column on preserving food, had a 20-year run in the Oregonian, beginning in 1987. Jan is the author-illustrator of five cookbooks, the lastest being ""Oregon Hazelnut Country - The Food, The Drink, The Spirit,"" which was published in the Fall of 2010. Jan has made numerous radio and television appearances in major markets around the country and has been a regular guest chef on Portland's popular morning TV talk show, AMNorthwest (KATU an ABC affiliate). Jan hosted the cooking segments on the 5-part PBS series, ""Northwest Gardening,"" which was carried by public television stations throughout the U.S. in 1999 and 2000. She was a creative consultant and writer for the PBS television series ""Smart Gardening."" Art has always played an integral role in Jan's professional life. Her line drawings or watercolors accompany much of what she has written. Since the mid-'90s, Jan's watercolors, both food-related and wilderness-inspired landscapes, have found their way into collections throughout the country. Jan grew up in the San Francisco Bay Area, obtained a B.S. degree from California State Polytechnic University ('73), and learned the art of recipe development and food styling at Western Foods and Associates, a professional test kitchen in San Francisco. She earned an M.S. degree in home economics (specializing in food science and nutrition) from Oregon State University ('79) and now writes and paints from her home in Corvallis, Oregon. She and her husband Steve own and operate Stoneyburn Gallery and Fine Framing. For more information about Jan go to www.janrd.com.""","Public",,,,,FALSE,FALSE
,"Beach Cabin","lithograph","first floor, room A147",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Tidal Pools","lithograph","second floor, room 256 (communications)",,"missing",,,,,FALSE,TRUE
,"Yaquina Lighthouse","lithograph","first floor, room A150C",,"missing",,,,,FALSE,TRUE
,"Nascence",,"third floor, staircase",,"Public",2011,,,,TRUE,FALSE
,"Otherness",,"second floor, staircase",,"Public",2011,,,,TRUE,FALSE
,"Community",,"first floor, staircase",,"Public",2011,,,,TRUE,FALSE
,"Untitled (Cloud Study 2)","acrylic, oil and graphite on panel","third floor, by offices","From plaque that accompanies the piece: ""b. 1962 Salt Lake City, Utah. Michelle Ross uses a rigorous abstract visual vocabulary to create compelling paintings that reference the environment and use the natural palatte of the Pacific Northwest. Referencing nature as well as architecture, pattern, and geometry, her paintings demonstrate a fruitful relationship between the creative practice and science-based systems.""","Public",,"45 3/4"" x 36""",,,TRUE,FALSE
,"Traveling Atoms Are a Smear","oil, graphite, paper and fabric on panel","third floor, by offices","From plaque that accompanies the piece: ""b. 1962 Salt Lake City, Utah. Michelle Ross uses a rigorous abstract visual vocabulary to create compelling paintings that reference the environment and use the natural palatte of the Pacific Northwest. Referencing nature as well as architecture, pattern, and geometry, her paintings demonstrate a fruitful relationship between the creative practice and science-based systems.""","Public",,"27 3/4"" x 23 1/2""",,,TRUE,FALSE
,"Untitled","oil","second floor, room 204",,"missing",,,,,FALSE,TRUE
,"Huddle: Together in Unity to Plan for Success","steel sculpture","outside, in 26th Street median by LaSells Stewart Center, Reser Stadium, and the Valley Football Center",,,,,,,TRUE,FALSE
67,"Orange Hat","acrylic on canvas","third floor, central, near reshelving",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Forever in my Memory","painting","first floor, Giustina Lounge","From plaque that accompanies the piece: ""Painted by E. Nelson Sandgren, OSU art professor 1948-1982. Commissioned by Jane '82 and Robert Ringo.""","Public",,,,,FALSE,FALSE
,"Waldport Mosaic","painting","first floor, near room 113","From plaque that accompanies the piece: ""Painted by E. Nelson Sandgren, OSU art professor 1948-1982. Donated by McHenry and Ringo families.""","Public",,,,,FALSE,FALSE
,"untitled","painting","first floor, near room 116",,"Public",1972,,,,FALSE,FALSE
,"Aboard the OSU Oceanographic Research Vessel ""Yaquina""","painting","Atrium",,"Public",1973,,,,FALSE,FALSE
,"Aboard the Yaquina","painting","Atrium",,"Public",1973,,,,FALSE,FALSE
,"Untitled of Yaquina","painting","Atrium",,"Public",1973,,,,FALSE,FALSE
,"Sun Bleached","watercolor","second floor, room 256 (communications)",,"missing",,,,,FALSE,TRUE
,"Forested Slopes","watercolor","second floor, room 256 (communications)",,"missing",,,,,FALSE,TRUE
,"Untitled [Newport Bay Bridge, Oregon]","acrylic on plywood","fourth floor, administration office lobby",,"Public",,,"part of The Valley Library's donated collection",,FALSE,
,"La Crau Provence","etching","MU Pangea",,"Public",1959,,,,FALSE,FALSE
,"Route","acrylic on board","second floor, Dean's Office suite (room 207)","Recipient of College of Liberal Arts Dean's Purchase Award 2009","Please ask at the front desk to view this piece.",2009,,"College of Liberal Arts Dean's Purchase Award",,FALSE,FALSE
,"Flarek","color lithograph","first floor, Joyce Goudy Powell Leadership Center, Talisman Room",,"Public",,,,,FALSE,FALSE
,"Cathedral Mts. Canadian Rockies",,"second floor, room A258",,"missing",,,,,FALSE,TRUE
,"Monument of the Past","lithograph","first floor, room 119C (wood science)",,"Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Ode to a Tree","Wood Sculpture","outside, between Richardson Hall and Forest Service Lab",,"Public",,,,,TRUE,FALSE
36,"Callalily","platinum print","second floor, gallery near main entrance and rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's The Flower Studies series","Seubert's series The Flower Studies, of which this piece is part, is inspired by Georgia O’Keeffe. On the series, she has said, “Both stationary and beautiful, flowers were the obvious choice. Their static quality allowed me to make a proper negative. Their sensual curves and tonality enchanted me.” ",TRUE,FALSE
37,"Cardinal Lobelia","platinum print","second floor, gallery near main entrance and rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's The Flower Studies series","Seubert's series The Flower Studies, of which this piece is part, is inspired by Georgia O’Keeffe. On the series, she has said, “Both stationary and beautiful, flowers were the obvious choice. Their static quality allowed me to make a proper negative. Their sensual curves and tonality enchanted me.” ",TRUE,FALSE
38,"Lupine","platinum print","second floor, gallery near main entrance and rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's The Flower Studies series","Seubert's series The Flower Studies, of which this piece is part, is inspired by Georgia O’Keeffe. On the series, she has said, “Both stationary and beautiful, flowers were the obvious choice. Their static quality allowed me to make a proper negative. Their sensual curves and tonality enchanted me.” ",TRUE,FALSE
